City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
636,Sa Kaeo,TH,67.03,overcast clouds,13.75,102.3333,บ้านร่มฉัตร รีสอร์ท
637,Rosetta,EG,74.34,few clouds,31.4044,30.4164,Green Valley
644,Cap Malheureux,MU,67.46,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
645,Porto Walter,BR,72.63,moderate rain,-8.2686,-72.7439,Hotel Silva
647,Nakhon Thai,TH,71.42,overcast clouds,17.1006,100.8374,อี๊ฟกะแอมป์รีสอร์ท EVEKAAMP Resort
648,Agadez,NE,76.64,clear sky,19.75,10.25,
649,Victoria,HK,84.18,overcast clouds,22.2855,114.1577,Mini Central
650,Saurimo,AO,66.94,overcast clouds,-9.6608,20.3916,Hotel Kawissa Saurimo
654,Bundaberg,AU,77.22,overcast clouds,-24.85,152.35,Takalvan Motel
658,Carutapera,BR,78.66,scattered clouds,-1.195,-46.02,Lidera
659,Moree,AU,72.36,clear sky,-29.4667,149.85,Molika Springs Motel
664,Moerai,PF,73.69,scattered clouds,-22.4333,-151.3333,Le Manotel
669,Jamkhed,IN,68.41,overcast clouds,18.7362,75.3121,Ugale's Residence
670,Mayo,US,66.18,clear sky,38.8876,-76.5119,Resorts Resource Group International
673,Bilma,NE,77.2,clear sky,18.6853,12.9164,Expeditions Ténére voyages
674,Karawang,ID,82.85,overcast clouds,-6.3042,107.3079,SPOT ON 2412 Mandala Residence
676,Florianopolis,BR,67.41,overcast clouds,-27.6146,-48.5012,Hotel Boutique Quinta das Videiras
679,Guymon,US,66.15,clear sky,36.6828,-101.4816,Simple Rewards
